id,document,embed_text,control_family
V1.2.9,"**Security Rule:** The application must escape special characters before placing untrusted input into a regular expression, so they are matched literally and not interpreted as regex metacharacters.

**Vulnerability Pattern (Description):** Untrusted input is inserted into a regular expression unescaped, so metacharacters change what the pattern matches and can break the intended check or trigger catastrophic backtracking.

**Secure Pattern (Description):** Untrusted input destined for a regular expression is passed through a regex-quote or escape function so every character is treated as a literal.

[[CSHARP PATTERNS]]
Vulnerable:
```
Regex.IsMatch(text, userTerm);
```
Secure:
```
Regex.IsMatch(text, Regex.Escape(userTerm));
```

[[GENERIC PATTERNS]]
Vulnerable:
```
pattern = compile(""^"" + userInput + ""$"")
```
Secure:
```
pattern = compile(""^"" + regexEscape(userInput) + ""$"")
```

[[JAVA PATTERNS]]
Vulnerable:
```
Pattern.compile(userTerm).matcher(text).find();
```
Secure:
```
Pattern.compile(Pattern.quote(userTerm)).matcher(text).find();
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
new RegExp(userTerm).test(text);
```
Secure:
```
new RegExp(userTerm.replace(/[.*+?^${}()|[\]\\]/g, ""\\$&"")).test(text);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
re.search(user_term, text)
```
Secure:
```
re.search(re.escape(user_term), text)
```","The application must escape special characters before placing untrusted input into a regular expression, so they are matched literally and not interpreted as regex metacharacters.
Untrusted input is inserted into a regular expression unescaped, so metacharacters change what the pattern matches and can break the intended check or trigger catastrophic backtracking.
Untrusted input destined for a regular expression is passed through a regex-quote or escape function so every character is treated as a literal.",Encoding and Sanitization
V1.2.10,"**Security Rule:** The application must protect against CSV and formula injection by following RFC 4180 escaping and prefixing any field that begins with a formula trigger character with a single quote when exporting.

**Vulnerability Pattern (Description):** User-controlled values are written into exported CSV or spreadsheet cells unchanged, so a value starting with an equals, plus, minus, or at sign is executed as a formula when the file is opened.

**Secure Pattern (Description):** Each exported field is RFC 4180 quoted, and any value whose first character is a formula trigger is prefixed with a single quote so the spreadsheet treats it as inert text.

[[CSHARP PATTERNS]]
Vulnerable:
```
sb.AppendLine(name + "","" + note);
```
Secure:
```
string Safe(string v) => ""=+-@"".Contains(v.FirstOrDefault()) ? ""'"" + v : v;
sb.AppendLine(Csv(Safe(name)) + "","" + Csv(Safe(note)));
```

[[GENERIC PATTERNS]]
Vulnerable:
```
row = name + "","" + note          # note may start with = + - or @
```
Secure:
```
row = csvQuote(name) + "","" + csvQuote(neutralizeFormula(note))
```

[[JAVA PATTERNS]]
Vulnerable:
```
writer.writeNext(new String[]{ name, note });
```
Secure:
```
String safe = note.matches(""^[=+\\-@].*"") ? ""'"" + note : note;
writer.writeNext(new String[]{ name, safe });
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
line = [name, note].join("","");
```
Secure:
```
const safe = v => /^[=+\-@]/.test(v) ? ""'"" + v : v;
line = [name, note].map(safe).map(csvQuote).join("","");
```

[[PYTHON PATTERNS]]
Vulnerable:
```
writer.writerow([name, note])
```
Secure:
```
def safe(v): return ""'"" + v if v[:1] in (""="", ""+"", ""-"", ""@"") else v
writer.writerow([safe(name), safe(note)])
```","The application must protect against CSV and formula injection by following RFC 4180 escaping and prefixing any field that begins with a formula trigger character with a single quote when exporting.
User-controlled values are written into exported CSV or spreadsheet cells unchanged, so a value starting with an equals, plus, minus, or at sign is executed as a formula when the file is opened.
Each exported field is RFC 4180 quoted, and any value whose first character is a formula trigger is prefixed with a single quote so the spreadsheet treats it as inert text.",Encoding and Sanitization
V1.3.1,"**Security Rule:** Untrusted HTML from rich-text or WYSIWYG editors must be sanitized with a well-known, maintained HTML sanitization library before it is stored or rendered.

**Vulnerability Pattern (Description):** Rich-text HTML submitted by a user is stored and later rendered as raw markup, so embedded script or event-handler attributes execute in the browser of anyone who views it.

**Secure Pattern (Description):** User HTML is passed through a dedicated sanitizer that strips scripts, event handlers, and unsafe attributes, keeping only an allowlist of formatting tags before storage or rendering.

[[CSHARP PATTERNS]]
Vulnerable:
```
div.InnerHtml = userHtml;
```
Secure:
```
div.InnerHtml = new HtmlSanitizer().Sanitize(userHtml);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
store(userHtml)            # rendered later as raw markup
```
Secure:
```
store(htmlSanitizer.clean(userHtml))
```

[[JAVA PATTERNS]]
Vulnerable:
```
out.print(userHtml);
```
Secure:
```
out.print(htmlPolicy.sanitize(userHtml));   // OWASP Java HTML Sanitizer
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
el.innerHTML = userHtml;
```
Secure:
```
el.innerHTML = DOMPurify.sanitize(userHtml);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
return Markup(request.form[""bio""])
```
Secure:
```
import nh3
return Markup(nh3.clean(request.form[""bio""]))
```","Untrusted HTML from rich-text or WYSIWYG editors must be sanitized with a well-known, maintained HTML sanitization library before it is stored or rendered.
Rich-text HTML submitted by a user is stored and later rendered as raw markup, so embedded script or event-handler attributes execute in the browser of anyone who views it.
User HTML is passed through a dedicated sanitizer that strips scripts, event handlers, and unsafe attributes, keeping only an allowlist of formatting tags before storage or rendering.",Encoding and Sanitization
V1.3.2,"**Security Rule:** The application must avoid dynamic code execution features such as eval or Spring Expression Language, and where unavoidable must strictly sanitize any user input before it is executed.

**Vulnerability Pattern (Description):** Untrusted input is passed to a dynamic code or expression evaluator, letting an attacker run arbitrary code in the process.

**Secure Pattern (Description):** Dynamic evaluation is replaced with a safe parser, a lookup table, or a literal evaluator, so untrusted input is interpreted as data and never as code.

[[CSHARP PATTERNS]]
Vulnerable:
```
var r = new DataTable().Compute(userInput, """");
```
Secure:
```
var r = allowedOps.TryGetValue(userInput, out var op) ? op() : null;
```

[[GENERIC PATTERNS]]
Vulnerable:
```
result = eval(userInput)
```
Secure:
```
result = lookupTable.get(userInput)   # no code path from input
```

[[JAVA PATTERNS]]
Vulnerable:
```
new SpelExpressionParser().parseExpression(userInput).getValue();
```
Secure:
```
Object v = allowedOps.getOrDefault(userInput, DEFAULT);  // no SpEL
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const obj = eval(""("" + userInput + "")"");
```
Secure:
```
const obj = JSON.parse(userInput);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
value = eval(request.args[""expr""])
```
Secure:
```
value = ast.literal_eval(request.args[""expr""])
```","The application must avoid dynamic code execution features such as eval or Spring Expression Language, and where unavoidable must strictly sanitize any user input before it is executed.
Untrusted input is passed to a dynamic code or expression evaluator, letting an attacker run arbitrary code in the process.
Dynamic evaluation is replaced with a safe parser, a lookup table, or a literal evaluator, so untrusted input is interpreted as data and never as code.",Encoding and Sanitization
V1.3.3,"**Security Rule:** Data bound for a potentially dangerous context must be sanitized first — restricted to characters that are safe for that context and trimmed to a sane maximum length.

**Vulnerability Pattern (Description):** Untrusted data reaches a sensitive sink with no character allowlist and no length bound, so unexpected characters or oversized input drive injection or resource-exhaustion behaviour.

**Secure Pattern (Description):** The value is reduced to an allowlist of context-safe characters and truncated to a maximum length before it is used.

[[CSHARP PATTERNS]]
Vulnerable:
```
var refId = Request.Query[""ref""].ToString();
```
Secure:
```
var refId = Regex.Replace(Request.Query[""ref""], ""[^A-Za-z0-9_-]"", """");
refId = refId[..Math.Min(refId.Length, 64)];
```

[[GENERIC PATTERNS]]
Vulnerable:
```
useInContext(rawValue)
```
Secure:
```
useInContext(allowlistFilter(rawValue) truncated to MAX_LEN)
```

[[JAVA PATTERNS]]
Vulnerable:
```
String ref = request.getParameter(""ref"");
```
Secure:
```
String ref = request.getParameter(""ref"").replaceAll(""[^A-Za-z0-9_-]"", """");
ref = ref.substring(0, Math.min(ref.length(), 64));
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const ref = req.query.ref;
```
Secure:
```
const ref = req.query.ref.replace(/[^A-Za-z0-9_-]/g, """").slice(0, 64);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
ref = request.args[""ref""]
```
Secure:
```
ref = re.sub(r""[^A-Za-z0-9_-]"", """", request.args[""ref""])[:64]
```","Data bound for a potentially dangerous context must be sanitized first — restricted to characters that are safe for that context and trimmed to a sane maximum length.
Untrusted data reaches a sensitive sink with no character allowlist and no length bound, so unexpected characters or oversized input drive injection or resource-exhaustion behaviour.
The value is reduced to an allowlist of context-safe characters and truncated to a maximum length before it is used.",Encoding and Sanitization
V1.3.4,"**Security Rule:** User-supplied SVG content must be validated or sanitized so it contains only tags and attributes that are safe for the application, excluding scripts and foreignObject.

**Vulnerability Pattern (Description):** An uploaded or pasted SVG is served or inlined unchanged, so script elements, event handlers, or a foreignObject inside it execute when the image is rendered.

**Secure Pattern (Description):** The SVG is run through a sanitizer configured for the SVG profile that drops scripts, event handlers, and foreignObject, keeping only safe drawing tags and attributes.

[[CSHARP PATTERNS]]
Vulnerable:
```
return Content(uploadedSvg, ""image/svg+xml"");
```
Secure:
```
var s = new HtmlSanitizer { AllowedTags = { ""svg"", ""path"", ""g"", ""rect"" } };
return Content(s.Sanitize(uploadedSvg), ""image/svg+xml"");
```

[[GENERIC PATTERNS]]
Vulnerable:
```
serve(uploadedSvg)
```
Secure:
```
serve(svgSanitizer.clean(uploadedSvg))   # scripts/foreignObject removed
```

[[JAVA PATTERNS]]
Vulnerable:
```
out.write(uploadedSvg);
```
Secure:
```
out.write(svgPolicy.sanitize(uploadedSvg));  // allowlist drawing tags
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
container.innerHTML = uploadedSvg;
```
Secure:
```
container.innerHTML = DOMPurify.sanitize(uploadedSvg,
    { USE_PROFILES: { svg: true } });
```

[[PYTHON PATTERNS]]
Vulnerable:
```
return Response(uploaded_svg, mimetype=""image/svg+xml"")
```
Secure:
```
clean = nh3.clean(uploaded_svg, tags={""svg"", ""path"", ""g"", ""rect""})
return Response(clean, mimetype=""image/svg+xml"")
```","User-supplied SVG content must be validated or sanitized so it contains only tags and attributes that are safe for the application, excluding scripts and foreignObject.
An uploaded or pasted SVG is served or inlined unchanged, so script elements, event handlers, or a foreignObject inside it execute when the image is rendered.
The SVG is run through a sanitizer configured for the SVG profile that drops scripts, event handlers, and foreignObject, keeping only safe drawing tags and attributes.",Encoding and Sanitization
V1.3.5,"**Security Rule:** User-supplied scriptable or expression markup such as Markdown, CSS, XSL stylesheets, or BBCode must be sanitized, or its scriptable features disabled, before it is rendered.

**Vulnerability Pattern (Description):** Markup languages that can embed scripts, expressions, or remote references are rendered from untrusted input without restriction, so the embedded active content runs in the viewer context.

**Secure Pattern (Description):** The markup is rendered with scriptable features disabled and the resulting HTML is sanitized, so only inert formatting survives.

[[CSHARP PATTERNS]]
Vulnerable:
```
var html = Markdown.ToHtml(userText);
```
Secure:
```
var html = new HtmlSanitizer().Sanitize(Markdown.ToHtml(userText));
```

[[GENERIC PATTERNS]]
Vulnerable:
```
html = renderMarkup(userInput)        # raw HTML passthrough allowed
```
Secure:
```
html = htmlSanitizer.clean(renderMarkup(userInput, allowRawHtml=false))
```

[[JAVA PATTERNS]]
Vulnerable:
```
String html = markdownRenderer.render(parser.parse(userText));
```
Secure:
```
String html = htmlPolicy.sanitize(
    markdownRenderer.render(parser.parse(userText)));
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
el.innerHTML = marked.parse(userText);
```
Secure:
```
el.innerHTML = DOMPurify.sanitize(marked.parse(userText));
```

[[PYTHON PATTERNS]]
Vulnerable:
```
html = markdown.markdown(user_text)
```
Secure:
```
html = nh3.clean(markdown.markdown(user_text))
```","User-supplied scriptable or expression markup such as Markdown, CSS, XSL stylesheets, or BBCode must be sanitized, or its scriptable features disabled, before it is rendered.
Markup languages that can embed scripts, expressions, or remote references are rendered from untrusted input without restriction, so the embedded active content runs in the viewer context.
The markup is rendered with scriptable features disabled and the resulting HTML is sanitized, so only inert formatting survives.",Encoding and Sanitization
V1.3.6,"**Security Rule:** The application must protect against Server-side Request Forgery by validating untrusted URLs against an allowlist of protocols, domains, paths, and ports before using them to call another service.

**Vulnerability Pattern (Description):** A user-supplied URL or host is fetched server-side without restriction, so an attacker can reach internal services, the cloud metadata endpoint, or non-HTTP schemes.

**Secure Pattern (Description):** The target URL is parsed and its scheme, host, and port are checked against an allowlist, and internal address ranges are rejected, before any server-side request is made.

[[CSHARP PATTERNS]]
Vulnerable:
```
var data = await httpClient.GetStringAsync(userUrl);
```
Secure:
```
var u = new Uri(userUrl);
if (AllowedHosts.Contains(u.Host)) await httpClient.GetStringAsync(u);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
response = httpGet(userUrl)
```
Secure:
```
if host(userUrl) in ALLOWED_HOSTS: response = httpGet(userUrl)
```

[[JAVA PATTERNS]]
Vulnerable:
```
var conn = new URL(userUrl).openConnection();
```
Secure:
```
URL u = new URL(userUrl);
if (ALLOWED_HOSTS.contains(u.getHost())) u.openConnection();
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const data = await fetch(req.query.url);
```
Secure:
```
const u = new URL(req.query.url);
if (ALLOWED_HOSTS.has(u.hostname)) await fetch(u);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
data = requests.get(request.args[""url""]).text
```
Secure:
```
host = urlparse(request.args[""url""]).hostname
if host in ALLOWED_HOSTS:
    data = requests.get(request.args[""url""]).text
```","The application must protect against Server-side Request Forgery by validating untrusted URLs against an allowlist of protocols, domains, paths, and ports before using them to call another service.
A user-supplied URL or host is fetched server-side without restriction, so an attacker can reach internal services, the cloud metadata endpoint, or non-HTTP schemes.
The target URL is parsed and its scheme, host, and port are checked against an allowlist, and internal address ranges are rejected, before any server-side request is made.",Encoding and Sanitization
V1.3.7,"**Security Rule:** The application must not build templates from untrusted input, and where unavoidable any untrusted value included during template creation must be strictly validated or sanitized.

**Vulnerability Pattern (Description):** Untrusted input is concatenated into a template that is then compiled, so template-engine syntax in the input runs as code on the server.

**Secure Pattern (Description):** The template text is fixed and trusted, and untrusted values are passed only as render-time data, never concatenated into the template source.

[[CSHARP PATTERNS]]
Vulnerable:
```
var result = Engine.Razor.RunCompile(""Hi "" + name, ""k"", null, null);
```
Secure:
```
var result = Engine.Razor.RunCompile(""Hi @Model.Name"", ""k"", null,
                                      new { Name = name });
```

[[GENERIC PATTERNS]]
Vulnerable:
```
render(compileTemplate(""Hello "" + userInput))
```
Secure:
```
render(compileTemplate(""Hello {{ name }}""), name=userInput)
```

[[JAVA PATTERNS]]
Vulnerable:
```
Template t = engine.createTemplate(""Hi "" + name);
```
Secure:
```
Template t = engine.getTemplate(""greeting.ftl"");  // fixed, name as model
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
const out = ejs.render(""Hi "" + name);
```
Secure:
```
const out = ejs.render(""Hi <%= name %>"", { name });
```

[[PYTHON PATTERNS]]
Vulnerable:
```
Template(""Hi "" + request.args[""name""]).render()
```
Secure:
```
Template(""Hi {{ name }}"").render(name=request.args[""name""])
```","The application must not build templates from untrusted input, and where unavoidable any untrusted value included during template creation must be strictly validated or sanitized.
Untrusted input is concatenated into a template that is then compiled, so template-engine syntax in the input runs as code on the server.
The template text is fixed and trusted, and untrusted values are passed only as render-time data, never concatenated into the template source.",Encoding and Sanitization
V1.3.8,"**Security Rule:** Untrusted input used in Java Naming and Directory Interface lookups must be sanitized, and JNDI must be configured securely to prevent JNDI injection.

**Vulnerability Pattern (Description):** An untrusted value is used as a JNDI lookup name, so an attacker can point the lookup at a remote resource and load and run hostile code.

**Secure Pattern (Description):** The lookup name is checked against an allowlist of known-safe names, and remote class loading is disabled in the JNDI configuration.

[[GENERIC PATTERNS]]
Vulnerable:
```
resource = jndiLookup(userControlledName)
```
Secure:
```
if userControlledName in ALLOWED_NAMES: resource = jndiLookup(userControlledName)
```

[[JAVA PATTERNS]]
Vulnerable:
```
Object o = new InitialContext().lookup(userControlledName);
```
Secure:
```
if (ALLOWED_NAMES.contains(name))
    o = new InitialContext().lookup(name);   // remote codebase disabled
```","Untrusted input used in Java Naming and Directory Interface lookups must be sanitized, and JNDI must be configured securely to prevent JNDI injection.
An untrusted value is used as a JNDI lookup name, so an attacker can point the lookup at a remote resource and load and run hostile code.
The lookup name is checked against an allowlist of known-safe names, and remote class loading is disabled in the JNDI configuration.",Encoding and Sanitization
V1.3.9,"**Security Rule:** Content must be sanitized before it is sent to memcache so that control characters cannot inject additional cache commands.

**Vulnerability Pattern (Description):** Untrusted data is used as a memcache key or value with control characters or whitespace intact, so newline or space characters split the protocol stream into extra commands.

**Secure Pattern (Description):** Keys and values are validated to reject whitespace and control characters, or are hashed or encoded, before the memcache call.

[[CSHARP PATTERNS]]
Vulnerable:
```
cache.Store(StoreMode.Set, userKey, value);
```
Secure:
```
if (!Regex.IsMatch(userKey, ""\\s""))
    cache.Store(StoreMode.Set, userKey, value);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
cache.set(userKey, userValue)
```
Secure:
```
if isClean(userKey): cache.set(userKey, encode(userValue))
```

[[JAVA PATTERNS]]
Vulnerable:
```
memcachedClient.set(userKey, 0, value);
```
Secure:
```
if (!userKey.matches("".*\\s.*"")) memcachedClient.set(userKey, 0, value);
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
memcached.set(userKey, value, 0, cb);
```
Secure:
```
if (!/\s/.test(userKey)) memcached.set(userKey, value, 0, cb);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
client.set(user_key, value)
```
Secure:
```
if not re.search(r""\s"", user_key):
    client.set(user_key, value)
```","Content must be sanitized before it is sent to memcache so that control characters cannot inject additional cache commands.
Untrusted data is used as a memcache key or value with control characters or whitespace intact, so newline or space characters split the protocol stream into extra commands.
Keys and values are validated to reject whitespace and control characters, or are hashed or encoded, before the memcache call.",Encoding and Sanitization
V1.3.10,"**Security Rule:** Format strings that could resolve in an unexpected or malicious way must be sanitized or fixed before they are processed.

**Vulnerability Pattern (Description):** An untrusted value is used as the format string itself, so format specifiers in the input read unintended arguments, crash the process, or in unmanaged code corrupt memory.

**Secure Pattern (Description):** The format string is a fixed, trusted literal and untrusted values are passed only as arguments to it.

[[CSHARP PATTERNS]]
Vulnerable:
```
var s = string.Format(userFormat, value);
```
Secure:
```
var s = string.Format(""{0}"", userValue);
```

[[GENERIC PATTERNS]]
Vulnerable:
```
output = format(userControlledFormat, value)
```
Secure:
```
output = format(""{}"", userValue)        # fixed format, value as arg
```

[[JAVA PATTERNS]]
Vulnerable:
```
String s = String.format(userFormat, value);
```
Secure:
```
String s = String.format(""%s"", userValue);
```

[[PYTHON PATTERNS]]
Vulnerable:
```
msg = request.args[""tpl""].format(config=CONFIG)
```
Secure:
```
msg = ""Hello {name}"".format(name=request.args[""name""])
```","Format strings that could resolve in an unexpected or malicious way must be sanitized or fixed before they are processed.
An untrusted value is used as the format string itself, so format specifiers in the input read unintended arguments, crash the process, or in unmanaged code corrupt memory.
The format string is a fixed, trusted literal and untrusted values are passed only as arguments to it.",Encoding and Sanitization
V1.3.11,"**Security Rule:** User input passed to mail systems must be sanitized to protect against SMTP and IMAP injection.

**Vulnerability Pattern (Description):** Untrusted input is placed into an email header such as the recipient or subject with carriage return or line feed characters intact, so an attacker injects extra headers or message commands.

**Secure Pattern (Description):** Carriage return and line feed characters are stripped or rejected from any value that becomes part of an email header, ideally by using a mail library that validates headers.

[[CSHARP PATTERNS]]
Vulnerable:
```
mail.Subject = Request.Form[""subject""];
```
Secure:
```
mail.Subject = Request.Form[""subject""].Replace(""\r"", """").Replace(""\n"", """");
```

[[GENERIC PATTERNS]]
Vulnerable:
```
header(""To: "" + userEmail)
```
Secure:
```
header(""To: "" + stripCrlf(userEmail))
```

[[JAVA PATTERNS]]
Vulnerable:
```
message.setSubject(request.getParameter(""subject""));
```
Secure:
```
message.setSubject(request.getParameter(""subject"")
    .replaceAll(""[\\r\\n]"", """"));
```

[[JAVASCRIPT PATTERNS]]
Vulnerable:
```
transport.sendMail({ to: userEmail, subject: userSubject });
```
Secure:
```
const clean = s => s.replace(/[\r\n]/g, """");
transport.sendMail({ to: clean(userEmail), subject: clean(userSubject) });
```

[[PYTHON PATTERNS]]
Vulnerable:
```
msg[""Subject""] = request.form[""subject""]
```
Secure:
```
msg[""Subject""] = request.form[""subject""].replace(""\r"", """").replace(""\n"", """")
```","User input passed to mail systems must be sanitized to protect against SMTP and IMAP injection.
Untrusted input is placed into an email header such as the recipient or subject with carriage return or line feed characters intact, so an attacker injects extra headers or message commands.
Carriage return and line feed characters are stripped or rejected from any value that becomes part of an email header, ideally by using a mail library that validates headers.",Encoding and Sanitization
